,Nome,Região,Período,Resultado,ds_nome,value
4120,População total - mulheres,Jardim São Luís (Distrito),2018,149826,JARDIM SAO LUIS,149826.0
4121,População total - mulheres,Jardim São Luís (Distrito),2006,133222,JARDIM SAO LUIS,133222.0
4122,População total - mulheres,Jardim São Luís (Distrito),2004,130044,JARDIM SAO LUIS,130044.0
4123,População total - mulheres,Jardim São Luís (Distrito),2016,147388,JARDIM SAO LUIS,147388.0
4124,População total - mulheres,Jardim São Luís (Distrito),2017,148604,JARDIM SAO LUIS,148604.0
4125,População total - mulheres,Jardim São Luís (Distrito),2020,50515,JARDIM SAO LUIS,50515.0
4126,População total - mulheres,Jardim São Luís (Distrito),2002,126695,JARDIM SAO LUIS,126695.0
4127,População total - mulheres,Jardim São Luís (Distrito),2013,143369,JARDIM SAO LUIS,143369.0
4128,População total - mulheres,Jardim São Luís (Distrito),2011,140590,JARDIM SAO LUIS,140590.0
4129,População total - mulheres,Jardim São Luís (Distrito),2021,153317,JARDIM SAO LUIS,153317.0
4130,População total - mulheres,Jardim São Luís (Distrito),2000,123206,JARDIM SAO LUIS,123206.0
4131,População total - mulheres,Jardim São Luís (Distrito),2014,144769,JARDIM SAO LUIS,144769.0
4132,População total - mulheres,Jardim São Luís (Distrito),2005,131698,JARDIM SAO LUIS,131698.0
4133,População total - mulheres,Jardim São Luís (Distrito),2003,128345,JARDIM SAO LUIS,128345.0
4134,População total - mulheres,Jardim São Luís (Distrito),2007,134675,JARDIM SAO LUIS,134675.0
4135,População total - mulheres,Jardim São Luís (Distrito),2012,141976,JARDIM SAO LUIS,141976.0
4136,População total - mulheres,Jardim São Luís (Distrito),2008,136153,JARDIM SAO LUIS,136153.0
4137,População total - mulheres,Jardim São Luís (Distrito),2001,125064,JARDIM SAO LUIS,125064.0
4138,População total - mulheres,Jardim São Luís (Distrito),2019,151054,JARDIM SAO LUIS,151054.0
4139,População total - mulheres,Jardim São Luís (Distrito),2009,137655,JARDIM SAO LUIS,137655.0
4140,População total - mulheres,Jardim São Luís (Distrito),2010,139212,JARDIM SAO LUIS,139212.0
4141,População total - mulheres,Jardim São Luís (Distrito),2015,146178,JARDIM SAO LUIS,146178.0
4142,População total - mulheres,José Bonifácio (Distrito),2003,59133,JOSE BONIFACIO,59133.0
4143,População total - mulheres,José Bonifácio (Distrito),2009,64731,JOSE BONIFACIO,64731.0
4144,População total - mulheres,José Bonifácio (Distrito),2008,63748,JOSE BONIFACIO,63748.0
4145,População total - mulheres,José Bonifácio (Distrito),2018,70920,JOSE BONIFACIO,70920.0
4146,População total - mulheres,José Bonifácio (Distrito),2016,69825,JOSE BONIFACIO,69825.0
4147,População total - mulheres,José Bonifácio (Distrito),2012,67076,JOSE BONIFACIO,67076.0
4148,População total - mulheres,José Bonifácio (Distrito),2002,58208,JOSE BONIFACIO,58208.0
4149,População total - mulheres,José Bonifácio (Distrito),2001,57270,JOSE BONIFACIO,57270.0
4150,População total - mulheres,José Bonifácio (Distrito),2015,69280,JOSE BONIFACIO,69280.0
4151,População total - mulheres,José Bonifácio (Distrito),2005,60970,JOSE BONIFACIO,60970.0
4152,População total - mulheres,José Bonifácio (Distrito),2017,70371,JOSE BONIFACIO,70371.0
4153,População total - mulheres,José Bonifácio (Distrito),2020,72025,JOSE BONIFACIO,72025.0
4154,População total - mulheres,José Bonifácio (Distrito),2010,65631,JOSE BONIFACIO,65631.0
4155,População total - mulheres,José Bonifácio (Distrito),2021,72445,JOSE BONIFACIO,72445.0
4156,População total - mulheres,José Bonifácio (Distrito),2019,71471,JOSE BONIFACIO,71471.0
4157,População total - mulheres,José Bonifácio (Distrito),2000,56300,JOSE BONIFACIO,56300.0
4158,População total - mulheres,José Bonifácio (Distrito),2013,67806,JOSE BONIFACIO,67806.0
4159,População total - mulheres,José Bonifácio (Distrito),2006,61862,JOSE BONIFACIO,61862.0
4160,População total - mulheres,José Bonifácio (Distrito),2014,68540,JOSE BONIFACIO,68540.0
4161,População total - mulheres,José Bonifácio (Distrito),2011,66351,JOSE BONIFACIO,66351.0
4162,População total - mulheres,José Bonifácio (Distrito),2004,60055,JOSE BONIFACIO,60055.0
4163,População total - mulheres,José Bonifácio (Distrito),2007,62779,JOSE BONIFACIO,62779.0
4164,População total - mulheres,Lajeado (Distrito),2007,83372,LAJEADO,83372.0
4165,População total - mulheres,Lajeado (Distrito),2021,90189,LAJEADO,90189.0
4166,População total - mulheres,Lajeado (Distrito),2009,84177,LAJEADO,84177.0
4167,População total - mulheres,Lajeado (Distrito),2013,86149,LAJEADO,86149.0
4168,População total - mulheres,Lajeado (Distrito),2008,83762,LAJEADO,83762.0
4169,População total - mulheres,Lajeado (Distrito),2017,88096,LAJEADO,88096.0
4170,População total - mulheres,Lajeado (Distrito),2004,82041,LAJEADO,82041.0
4171,População total - mulheres,Lajeado (Distrito),2001,80702,LAJEADO,80702.0
4172,População total - mulheres,Lajeado (Distrito),2010,84773,LAJEADO,84773.0
4173,População total - mulheres,Lajeado (Distrito),2006,82948,LAJEADO,82948.0
4174,População total - mulheres,Lajeado (Distrito),2019,89133,LAJEADO,89133.0
4175,População total - mulheres,Lajeado (Distrito),2016,87578,LAJEADO,87578.0
4176,População total - mulheres,Lajeado (Distrito),2014,86606,LAJEADO,86606.0
4177,População total - mulheres,Lajeado (Distrito),2005,82518,LAJEADO,82518.0
4178,População total - mulheres,Lajeado (Distrito),2011,85233,LAJEADO,85233.0
4179,População total - mulheres,Lajeado (Distrito),2020,89653,LAJEADO,89653.0
4180,População total - mulheres,Lajeado (Distrito),2018,88614,LAJEADO,88614.0
4181,População total - mulheres,Lajeado (Distrito),2002,81152,LAJEADO,81152.0
4182,População total - mulheres,Lajeado (Distrito),2000,80137,LAJEADO,80137.0
4183,População total - mulheres,Lajeado (Distrito),2015,87061,LAJEADO,87061.0
4184,População total - mulheres,Lajeado (Distrito),2003,81564,LAJEADO,81564.0
4185,População total - mulheres,Lajeado (Distrito),2012,85692,LAJEADO,85692.0
4186,População total - mulheres,Lapa (Distrito),2005,34413,LAPA,34413.0
4187,População total - mulheres,Lapa (Distrito),2017,36140,LAPA,36140.0
4188,População total - mulheres,Lapa (Distrito),2013,36002,LAPA,36002.0
4189,População total - mulheres,Lapa (Distrito),2019,36116,LAPA,36116.0
4190,População total - mulheres,Lapa (Distrito),2002,33584,LAPA,33584.0
4191,População total - mulheres,Lapa (Distrito),2012,35921,LAPA,35921.0
4192,População total - mulheres,Lapa (Distrito),2011,35838,LAPA,35838.0
4193,População total - mulheres,Lapa (Distrito),2003,33846,LAPA,33846.0
4194,População total - mulheres,Lapa (Distrito),2004,34128,LAPA,34128.0
4195,População total - mulheres,Lapa (Distrito),2018,36128,LAPA,36128.0
4196,População total - mulheres,Lapa (Distrito),2006,34693,LAPA,34693.0
4197,População total - mulheres,Lapa (Distrito),2014,36081,LAPA,36081.0
4198,População total - mulheres,Lapa (Distrito),2010,35755,LAPA,35755.0
4199,População total - mulheres,Lapa (Distrito),2007,34963,LAPA,34963.0
4200,População total - mulheres,Lapa (Distrito),2009,35517,LAPA,35517.0
4201,População total - mulheres,Lapa (Distrito),2001,33342,LAPA,33342.0
4202,População total - mulheres,Lapa (Distrito),2008,35238,LAPA,35238.0
4203,População total - mulheres,Lapa (Distrito),2000,33080,LAPA,33080.0
4204,População total - mulheres,Lapa (Distrito),2016,36150,LAPA,36150.0
4205,População total - mulheres,Lapa (Distrito),2020,36103,LAPA,36103.0
4206,População total - mulheres,Lapa (Distrito),2021,36022,LAPA,36022.0
4207,População total - mulheres,Lapa (Distrito),2015,36159,LAPA,36159.0
4208,População total - mulheres,Liberdade (Distrito),2014,38128,LIBERDADE,38128.0
4209,População total - mulheres,Liberdade (Distrito),2002,34854,LIBERDADE,34854.0
4210,População total - mulheres,Liberdade (Distrito),2021,38982,LIBERDADE,38982.0
4211,População total - mulheres,Liberdade (Distrito),2009,37019,LIBERDADE,37019.0
4212,População total - mulheres,Liberdade (Distrito),2015,38330,LIBERDADE,38330.0
4213,População total - mulheres,Liberdade (Distrito),2013,37926,LIBERDADE,37926.0
4214,População total - mulheres,Liberdade (Distrito),2006,36105,LIBERDADE,36105.0
4215,População total - mulheres,Liberdade (Distrito),2017,38577,LIBERDADE,38577.0
4216,População total - mulheres,Liberdade (Distrito),2001,34492,LIBERDADE,34492.0
4217,População total - mulheres,Liberdade (Distrito),2008,36708,LIBERDADE,36708.0
4218,População total - mulheres,Liberdade (Distrito),2018,38699,LIBERDADE,38699.0
4219,População total - mulheres,Liberdade (Distrito),2012,37723,LIBERDADE,37723.0
4220,População total - mulheres,Liberdade (Distrito),2011,37520,LIBERDADE,37520.0
4221,População total - mulheres,Liberdade (Distrito),2004,35483,LIBERDADE,35483.0
4222,População total - mulheres,Liberdade (Distrito),2016,38454,LIBERDADE,38454.0
4223,População total - mulheres,Liberdade (Distrito),2010,37316,LIBERDADE,37316.0
4224,População total - mulheres,Liberdade (Distrito),2003,35190,LIBERDADE,35190.0
4225,População total - mulheres,Liberdade (Distrito),2020,38942,LIBERDADE,38942.0
4226,População total - mulheres,Liberdade (Distrito),2000,34112,LIBERDADE,34112.0
4227,População total - mulheres,Liberdade (Distrito),2005,35789,LIBERDADE,35789.0
4228,População total - mulheres,Liberdade (Distrito),2007,36403,LIBERDADE,36403.0
4229,População total - mulheres,Liberdade (Distrito),2019,38821,LIBERDADE,38821.0
4230,População total - mulheres,Limão (Distrito),2017,42437,LIMAO,42437.0
4231,População total - mulheres,Limão (Distrito),2013,42695,LIMAO,42695.0
4232,População total - mulheres,Limão (Distrito),2003,43404,LIMAO,43404.0
4233,População total - mulheres,Limão (Distrito),2009,43057,LIMAO,43057.0
4234,População total - mulheres,Limão (Distrito),2002,43417,LIMAO,43417.0
4235,População total - mulheres,Limão (Distrito),2010,43058,LIMAO,43058.0
4236,População total - mulheres,Limão (Distrito),2004,43388,LIMAO,43388.0
4237,População total - mulheres,Limão (Distrito),2014,42572,LIMAO,42572.0
4238,População total - mulheres,Limão (Distrito),2001,43425,LIMAO,43425.0
4239,População total - mulheres,Limão (Distrito),2012,42817,LIMAO,42817.0
4240,População total - mulheres,Limão (Distrito),2006,43300,LIMAO,43300.0
4241,População total - mulheres,Limão (Distrito),2021,42396,LIMAO,42396.0
4242,População total - mulheres,Limão (Distrito),2015,42446,LIMAO,42446.0
4243,População total - mulheres,Limão (Distrito),2018,42432,LIMAO,42432.0
4244,População total - mulheres,Limão (Distrito),2007,43212,LIMAO,43212.0
4245,População total - mulheres,Limão (Distrito),2005,43370,LIMAO,43370.0
4246,População total - mulheres,Limão (Distrito),2011,42939,LIMAO,42939.0
4247,População total - mulheres,Limão (Distrito),2008,43138,LIMAO,43138.0
4248,População total - mulheres,Limão (Distrito),2000,43419,LIMAO,43419.0
4249,População total - mulheres,Limão (Distrito),2020,42417,LIMAO,42417.0
4250,População total - mulheres,Limão (Distrito),2016,42442,LIMAO,42442.0
4251,População total - mulheres,Limão (Distrito),2019,42425,LIMAO,42425.0
4252,População total - mulheres,Mandaqui (Distrito),2016,57938,MANDAQUI,57938.0
4253,População total - mulheres,Mandaqui (Distrito),2008,56937,MANDAQUI,56937.0
4254,População total - mulheres,Mandaqui (Distrito),2019,58005,MANDAQUI,58005.0
4255,População total - mulheres,Mandaqui (Distrito),2013,57735,MANDAQUI,57735.0
4256,População total - mulheres,Mandaqui (Distrito),2021,58022,MANDAQUI,58022.0
4257,População total - mulheres,Mandaqui (Distrito),2009,57206,MANDAQUI,57206.0
4258,População total - mulheres,Mandaqui (Distrito),2010,57453,MANDAQUI,57453.0
4259,População total - mulheres,Mandaqui (Distrito),2017,57962,MANDAQUI,57962.0
4260,População total - mulheres,Mandaqui (Distrito),2000,54394,MANDAQUI,54394.0
4261,População total - mulheres,Mandaqui (Distrito),2015,57912,MANDAQUI,57912.0
4262,População total - mulheres,Mandaqui (Distrito),2007,56647,MANDAQUI,56647.0
4263,População total - mulheres,Mandaqui (Distrito),2011,57550,MANDAQUI,57550.0
4264,População total - mulheres,Mandaqui (Distrito),2006,56391,MANDAQUI,56391.0
4265,População total - mulheres,Mandaqui (Distrito),2003,55491,MANDAQUI,55491.0
4266,População total - mulheres,Mandaqui (Distrito),2012,57643,MANDAQUI,57643.0
4267,População total - mulheres,Mandaqui (Distrito),2005,56105,MANDAQUI,56105.0
4268,População total - mulheres,Mandaqui (Distrito),2020,58025,MANDAQUI,58025.0
4269,População total - mulheres,Mandaqui (Distrito),2014,57825,MANDAQUI,57825.0
4270,População total - mulheres,Mandaqui (Distrito),2018,57985,MANDAQUI,57985.0
4271,População total - mulheres,Mandaqui (Distrito),2001,54817,MANDAQUI,54817.0
4272,População total - mulheres,Mandaqui (Distrito),2002,55173,MANDAQUI,55173.0
4273,População total - mulheres,Mandaqui (Distrito),2004,55793,MANDAQUI,55793.0
4274,População total - mulheres,Marsilac (Distrito),2008,4041,MARSILAC,4041.0
4275,População total - mulheres,Marsilac (Distrito),2000,4112,MARSILAC,4112.0
4276,População total - mulheres,Marsilac (Distrito),2015,4084,MARSILAC,4084.0
4277,População total - mulheres,Marsilac (Distrito),2019,4155,MARSILAC,4155.0
4278,População total - mulheres,Marsilac (Distrito),2020,4173,MARSILAC,4173.0
4279,População total - mulheres,Marsilac (Distrito),2007,4050,MARSILAC,4050.0
4280,População total - mulheres,Marsilac (Distrito),2012,4060,MARSILAC,4060.0
4281,População total - mulheres,Marsilac (Distrito),2002,4083,MARSILAC,4083.0
4282,População total - mulheres,Marsilac (Distrito),2011,4050,MARSILAC,4050.0
4283,População total - mulheres,Marsilac (Distrito),2009,4035,MARSILAC,4035.0
4284,População total - mulheres,Marsilac (Distrito),2016,4102,MARSILAC,4102.0
4285,População total - mulheres,Marsilac (Distrito),2001,4104,MARSILAC,4104.0
4286,População total - mulheres,Marsilac (Distrito),2006,4061,MARSILAC,4061.0
4287,População total - mulheres,Marsilac (Distrito),2010,4042,MARSILAC,4042.0
4288,População total - mulheres,Marsilac (Distrito),2005,4068,MARSILAC,4068.0
4289,População total - mulheres,Marsilac (Distrito),2013,4068,MARSILAC,4068.0
4290,População total - mulheres,Marsilac (Distrito),2004,4073,MARSILAC,4073.0
4291,População total - mulheres,Marsilac (Distrito),2017,4119,MARSILAC,4119.0
4292,População total - mulheres,Marsilac (Distrito),2021,4196,MARSILAC,4196.0
4293,População total - mulheres,Marsilac (Distrito),2014,4076,MARSILAC,4076.0
4294,População total - mulheres,Marsilac (Distrito),2018,4137,MARSILAC,4137.0
4295,População total - mulheres,Moema (Distrito),2021,48502,MOEMA,48502.0
4296,População total - mulheres,Moema (Distrito),2012,46312,MOEMA,46312.0
4297,População total - mulheres,Moema (Distrito),2007,43776,MOEMA,43776.0
4298,População total - mulheres,Moema (Distrito),2016,47667,MOEMA,47667.0
4299,População total - mulheres,Moema (Distrito),2014,47082,MOEMA,47082.0
4300,População total - mulheres,Moema (Distrito),2008,44404,MOEMA,44404.0
4301,População total - mulheres,Moema (Distrito),2001,40201,MOEMA,40201.0
4302,População total - mulheres,Moema (Distrito),2020,48453,MOEMA,48453.0
4303,População total - mulheres,Moema (Distrito),2003,41385,MOEMA,41385.0
4304,População total - mulheres,Moema (Distrito),2017,47864,MOEMA,47864.0
4305,População total - mulheres,Moema (Distrito),2004,41960,MOEMA,41960.0
4306,População total - mulheres,Moema (Distrito),2010,45547,MOEMA,45547.0
4307,População total - mulheres,Moema (Distrito),2002,40789,MOEMA,40789.0
4308,População total - mulheres,Moema (Distrito),2013,46697,MOEMA,46697.0
4309,População total - mulheres,Moema (Distrito),2009,45023,MOEMA,45023.0
4310,População total - mulheres,Moema (Distrito),2011,45929,MOEMA,45929.0
4311,População total - mulheres,Moema (Distrito),2005,42545,MOEMA,42545.0
4312,População total - mulheres,Moema (Distrito),2000,39592,MOEMA,39592.0
4313,População total - mulheres,Moema (Distrito),2015,47469,MOEMA,47469.0
4314,População total - mulheres,Moema (Distrito),2019,48258,MOEMA,48258.0
4315,População total - mulheres,Moema (Distrito),2006,43161,MOEMA,43161.0
4316,População total - mulheres,Moema (Distrito),2018,48061,MOEMA,48061.0
4317,População total - mulheres,Moóca (Distrito),2019,42366,MOOCA,42366.0
4318,População total - mulheres,Moóca (Distrito),2016,41966,MOOCA,41966.0
4319,População total - mulheres,Moóca (Distrito),2014,41559,MOOCA,41559.0
4320,População total - mulheres,Moóca (Distrito),2009,39946,MOOCA,39946.0
4321,População total - mulheres,Moóca (Distrito),2006,38108,MOOCA,38108.0
4322,População total - mulheres,Moóca (Distrito),2003,36316,MOOCA,36316.0
4323,População total - mulheres,Moóca (Distrito),2000,34520,MOOCA,34520.0
4324,População total - mulheres,Moóca (Distrito),2018,42233,MOOCA,42233.0
4325,População total - mulheres,Moóca (Distrito),2020,42498,MOOCA,42498.0
4326,População total - mulheres,Moóca (Distrito),2015,41832,MOOCA,41832.0
4327,População total - mulheres,Moóca (Distrito),2008,39338,MOOCA,39338.0
4328,População total - mulheres,Moóca (Distrito),2012,41010,MOOCA,41010.0
4329,População total - mulheres,Moóca (Distrito),2011,40736,MOOCA,40736.0
4330,População total - mulheres,Moóca (Distrito),2013,41284,MOOCA,41284.0
4331,População total - mulheres,Moóca (Distrito),2007,38727,MOOCA,38727.0
4332,População total - mulheres,Moóca (Distrito),2004,36919,MOOCA,36919.0
4333,População total - mulheres,Moóca (Distrito),2005,37516,MOOCA,37516.0
4334,População total - mulheres,Moóca (Distrito),2010,40463,MOOCA,40463.0
4335,População total - mulheres,Moóca (Distrito),2001,35133,MOOCA,35133.0
4336,População total - mulheres,Moóca (Distrito),2002,35727,MOOCA,35727.0
4337,População total - mulheres,Moóca (Distrito),2017,42100,MOOCA,42100.0
4338,População total - mulheres,Moóca (Distrito),2021,42539,MOOCA,42539.0
4339,População total - mulheres,Morumbi (Distrito),2014,26547,MORUMBI,26547.0
4340,População total - mulheres,Morumbi (Distrito),2011,25466,MORUMBI,25466.0
4341,População total - mulheres,Morumbi (Distrito),2012,25822,MORUMBI,25822.0
4342,População total - mulheres,Morumbi (Distrito),2017,27403,MORUMBI,27403.0
4343,População total - mulheres,Morumbi (Distrito),2018,27649,MORUMBI,27649.0
4344,População total - mulheres,Morumbi (Distrito),2001,19313,MORUMBI,19313.0
4345,População total - mulheres,Morumbi (Distrito),2016,27158,MORUMBI,27158.0
4346,População total - mulheres,Morumbi (Distrito),2020,28145,MORUMBI,28145.0
4347,População total - mulheres,Morumbi (Distrito),2019,27897,MORUMBI,27897.0
4348,População total - mulheres,Morumbi (Distrito),2010,25113,MORUMBI,25113.0
4349,População total - mulheres,Morumbi (Distrito),2002,20008,MORUMBI,20008.0
4350,População total - mulheres,Morumbi (Distrito),2006,22706,MORUMBI,22706.0
4351,População total - mulheres,Morumbi (Distrito),2015,26916,MORUMBI,26916.0
4352,População total - mulheres,Morumbi (Distrito),2000,18587,MORUMBI,18587.0
4353,População total - mulheres,Morumbi (Distrito),2013,26183,MORUMBI,26183.0
4354,População total - mulheres,Morumbi (Distrito),2009,24548,MORUMBI,24548.0
4355,População total - mulheres,Morumbi (Distrito),2005,22047,MORUMBI,22047.0
4356,População total - mulheres,Morumbi (Distrito),2004,21362,MORUMBI,21362.0
4357,População total - mulheres,Morumbi (Distrito),2003,20683,MORUMBI,20683.0
4358,População total - mulheres,Morumbi (Distrito),2008,23927,MORUMBI,23927.0
4359,População total - mulheres,Morumbi (Distrito),2007,23324,MORUMBI,23324.0
4360,População total - mulheres,Morumbi (Distrito),2021,28321,MORUMBI,28321.0
4361,População total - mulheres,Parelheiros (Distrito),2017,74956,PARELHEIROS,74956.0
4362,População total - mulheres,Parelheiros (Distrito),2012,69056,PARELHEIROS,69056.0
4363,População total - mulheres,Parelheiros (Distrito),2008,63759,PARELHEIROS,63759.0
4364,População total - mulheres,Parelheiros (Distrito),2007,62255,PARELHEIROS,62255.0
4365,População total - mulheres,Parelheiros (Distrito),2003,56057,PARELHEIROS,56057.0
4366,População total - mulheres,Parelheiros (Distrito),2004,57613,PARELHEIROS,57613.0
4367,População total - mulheres,Parelheiros (Distrito),2019,77241,PARELHEIROS,77241.0
4368,População total - mulheres,Parelheiros (Distrito),2013,70263,PARELHEIROS,70263.0
4369,População total - mulheres,Parelheiros (Distrito),2002,54512,PARELHEIROS,54512.0
4370,População total - mulheres,Parelheiros (Distrito),2020,78407,PARELHEIROS,78407.0
4371,População total - mulheres,Parelheiros (Distrito),2009,65264,PARELHEIROS,65264.0
4372,População total - mulheres,Parelheiros (Distrito),2001,52964,PARELHEIROS,52964.0
4373,População total - mulheres,Parelheiros (Distrito),2021,79373,PARELHEIROS,79373.0
4374,População total - mulheres,Parelheiros (Distrito),2010,66696,PARELHEIROS,66696.0
4375,População total - mulheres,Parelheiros (Distrito),2016,73836,PARELHEIROS,73836.0
4376,População total - mulheres,Parelheiros (Distrito),2000,51325,PARELHEIROS,51325.0
4377,População total - mulheres,Parelheiros (Distrito),2015,72731,PARELHEIROS,72731.0
4378,População total - mulheres,Parelheiros (Distrito),2006,60734,PARELHEIROS,60734.0
4379,População total - mulheres,Parelheiros (Distrito),2014,71488,PARELHEIROS,71488.0
4380,População total - mulheres,Parelheiros (Distrito),2018,76091,PARELHEIROS,76091.0
4381,População total - mulheres,Parelheiros (Distrito),2011,67868,PARELHEIROS,67868.0
4382,População total - mulheres,Parelheiros (Distrito),2005,59174,PARELHEIROS,59174.0
4383,População total - mulheres,Pari (Distrito),2006,8630,PARI,8630.0
4384,População total - mulheres,Pari (Distrito),2000,7967,PARI,7967.0
4385,População total - mulheres,Pari (Distrito),2007,8750,PARI,8750.0
4386,População total - mulheres,Pari (Distrito),2018,9830,PARI,9830.0
4387,População total - mulheres,Pari (Distrito),2003,8276,PARI,8276.0
4388,População total - mulheres,Pari (Distrito),2001,8067,PARI,8067.0
4389,População total - mulheres,Pari (Distrito),2010,9099,PARI,9099.0
4390,População total - mulheres,Pari (Distrito),2005,8499,PARI,8499.0
4391,População total - mulheres,Pari (Distrito),2014,9499,PARI,9499.0
4392,População total - mulheres,Pari (Distrito),2002,8163,PARI,8163.0
4393,População total - mulheres,Pari (Distrito),2020,9985,PARI,9985.0
4394,População total - mulheres,Pari (Distrito),2013,9397,PARI,9397.0
4395,População total - mulheres,Pari (Distrito),2017,9753,PARI,9753.0
4396,População total - mulheres,Pari (Distrito),2015,9600,PARI,9600.0
4397,População total - mulheres,Pari (Distrito),2004,8387,PARI,8387.0
4398,População total - mulheres,Pari (Distrito),2019,9908,PARI,9908.0
4399,População total - mulheres,Pari (Distrito),2011,9198,PARI,9198.0
4400,População total - mulheres,Pari (Distrito),2008,8862,PARI,8862.0
4401,População total - mulheres,Pari (Distrito),2021,10047,PARI,10047.0
4402,População total - mulheres,Pari (Distrito),2016,9677,PARI,9677.0
4403,População total - mulheres,Pari (Distrito),2009,8973,PARI,8973.0
4404,População total - mulheres,Pari (Distrito),2012,9297,PARI,9297.0
4405,População total - mulheres,Parque do Carmo (Distrito),2004,33790,PARQUE DO CARMO,33790.0
4406,População total - mulheres,Parque do Carmo (Distrito),2017,36422,PARQUE DO CARMO,36422.0
4407,População total - mulheres,Parque do Carmo (Distrito),2021,37026,PARQUE DO CARMO,37026.0
4408,População total - mulheres,Parque do Carmo (Distrito),2007,34526,PARQUE DO CARMO,34526.0
4409,População total - mulheres,Parque do Carmo (Distrito),2018,36577,PARQUE DO CARMO,36577.0
4410,População total - mulheres,Parque do Carmo (Distrito),2010,35238,PARQUE DO CARMO,35238.0
4411,População total - mulheres,Parque do Carmo (Distrito),2015,36109,PARQUE DO CARMO,36109.0
4412,População total - mulheres,Parque do Carmo (Distrito),2001,32946,PARQUE DO CARMO,32946.0
4413,População total - mulheres,Parque do Carmo (Distrito),2009,34990,PARQUE DO CARMO,34990.0
4414,População total - mulheres,Parque do Carmo (Distrito),2016,36265,PARQUE DO CARMO,36265.0
4415,População total - mulheres,Parque do Carmo (Distrito),2005,34054,PARQUE DO CARMO,34054.0
4416,População total - mulheres,Parque do Carmo (Distrito),2008,34771,PARQUE DO CARMO,34771.0
4417,População total - mulheres,Parque do Carmo (Distrito),2003,33525,PARQUE DO CARMO,33525.0
4418,População total - mulheres,Parque do Carmo (Distrito),2002,33237,PARQUE DO CARMO,33237.0
4419,População total - mulheres,Parque do Carmo (Distrito),2006,34296,PARQUE DO CARMO,34296.0
4420,População total - mulheres,Parque do Carmo (Distrito),2014,35936,PARQUE DO CARMO,35936.0
4421,População total - mulheres,Parque do Carmo (Distrito),2012,35589,PARQUE DO CARMO,35589.0
4422,População total - mulheres,Parque do Carmo (Distrito),2013,35763,PARQUE DO CARMO,35763.0
4423,População total - mulheres,Parque do Carmo (Distrito),2000,32623,PARQUE DO CARMO,32623.0
4424,População total - mulheres,Parque do Carmo (Distrito),2019,36733,PARQUE DO CARMO,36733.0
4425,População total - mulheres,Parque do Carmo (Distrito),2011,35414,PARQUE DO CARMO,35414.0
4426,População total - mulheres,Parque do Carmo (Distrito),2020,36888,PARQUE DO CARMO,36888.0
4427,População total - mulheres,Pedreira (Distrito),2000,65180,PEDREIRA,65180.0
4428,População total - mulheres,Pedreira (Distrito),2007,71747,PEDREIRA,71747.0
4429,População total - mulheres,Pedreira (Distrito),2010,74521,PEDREIRA,74521.0
4430,População total - mulheres,Pedreira (Distrito),2019,82200,PEDREIRA,82200.0
4431,População total - mulheres,Pedreira (Distrito),2014,78022,PEDREIRA,78022.0
4432,População total - mulheres,Pedreira (Distrito),2016,79726,PEDREIRA,79726.0
4433,População total - mulheres,Pedreira (Distrito),2008,72653,PEDREIRA,72653.0
4434,População total - mulheres,Pedreira (Distrito),2005,69911,PEDREIRA,69911.0
4435,População total - mulheres,Pedreira (Distrito),2012,76258,PEDREIRA,76258.0
4436,População total - mulheres,Pedreira (Distrito),2004,68969,PEDREIRA,68969.0
4437,População total - mulheres,Pedreira (Distrito),2011,75386,PEDREIRA,75386.0
4438,População total - mulheres,Pedreira (Distrito),2002,67136,PEDREIRA,67136.0
4439,População total - mulheres,Pedreira (Distrito),2020,83037,PEDREIRA,83037.0
4440,População total - mulheres,Pedreira (Distrito),2021,83783,PEDREIRA,83783.0
4441,População total - mulheres,Pedreira (Distrito),2003,68053,PEDREIRA,68053.0
4442,População total - mulheres,Pedreira (Distrito),2017,80545,PEDREIRA,80545.0
4443,População total - mulheres,Pedreira (Distrito),2015,78914,PEDREIRA,78914.0
4444,População total - mulheres,Pedreira (Distrito),2013,77137,PEDREIRA,77137.0
4445,População total - mulheres,Pedreira (Distrito),2009,73568,PEDREIRA,73568.0
4446,População total - mulheres,Pedreira (Distrito),2018,81370,PEDREIRA,81370.0
4447,População total - mulheres,Pedreira (Distrito),2006,70836,PEDREIRA,70836.0
4448,População total - mulheres,Penha (Distrito),2021,68825,PENHA,68825.0
4449,População total - mulheres,Penha (Distrito),2013,68785,PENHA,68785.0
4450,População total - mulheres,Penha (Distrito),2014,68850,PENHA,68850.0
4451,População total - mulheres,Penha (Distrito),2007,67910,PENHA,67910.0
4452,População total - mulheres,Penha (Distrito),2019,68893,PENHA,68893.0
4453,População total - mulheres,Penha (Distrito),2018,68901,PENHA,68901.0
4454,População total - mulheres,Penha (Distrito),2012,68717,PENHA,68717.0
4455,População total - mulheres,Penha (Distrito),2016,68910,PENHA,68910.0
4456,População total - mulheres,Penha (Distrito),2010,68573,PENHA,68573.0
4457,População total - mulheres,Penha (Distrito),2002,66769,PENHA,66769.0
4458,População total - mulheres,Penha (Distrito),2001,66511,PENHA,66511.0
4459,População total - mulheres,Penha (Distrito),2011,68647,PENHA,68647.0
4460,População total - mulheres,Penha (Distrito),2003,67033,PENHA,67033.0
4461,População total - mulheres,Penha (Distrito),2004,67249,PENHA,67249.0
